Protein,Desert_1,Cold_Montane_1,Cool_Montane_1,Desert_2,Cold_Montane_2,Desert_3,Cool_Montane_2,Cool_Montane_3,Desert_4,Cold_Montane_3,Desert_5,Cool_Montane_4,Desert_6,Desert_7,Cold_Montane_4,Desert_8,Cool_Montane_5,Cool_Montane_6,Desert_15,Cold_Montane_5,Desert_9,Cool_Montane_7,Cool_Montane_8,Desert_10,Cool_Montane_9,Cold_Montane_6,Cool_Montane_10,Desert_11,Cold_Montane_10,Cold_Montane_7,Cold_Montane_8,Cool_Montane_11,Desert_12,Cold_Montane_9,Cold_Montane_14,Cool_Montane_12,Desert_13,Cold_Montane_11,Cold_Montane_12,Cool_Montane_13,Desert_14,Cold_Montane_13
XP_021423816.1,8.138451717,7.547109254,8.236818353,7.761813372,8.338478468,8.94489036,8.284957119,8.043249655,8.098652274,7.595774761,8.050881948,7.657541113,8.008939067,8.608904877,7.92755072,8.291293146,7.695254783,7.907347388,8.506757525,7.913123034,8.378585016,7.812978644,7.881302772,8.474912268,8.039809269,8.073452233,7.414123326,8.52936541,7.551081486,8.014201989,7.9753125,7.785501364,8.092383108,8.26215028,7.804879815,7.571527679,8.193383877,7.638637122,7.70173845,8.045907586,8.232357406,8.126211592
XP_021423922.2,6.824367074,7.150515151,5.988160384,6.74201615,7.663596628,6.397895226,6.667348556,6.626342914,6.297693959,6.774255884,6.972795394,6.644215066,6.411187484,5.975277937,6.75778514,7.05797624,5.925879025,6.35798222,6.333504123,6.825008401,5.906610427,4.891994922,6.277704643,6.70073948,5.658726465,6.374323204,6.10557937,6.656083801,7.171036793,6.733886127,7.133163864,6.139178588,6.89959553,6.946650369,6.757323919,6.923853125,6.749576862,6.749020249,7.095325545,6.002074103,6.26208334,6.336032093
XP_021424058.2,7.759877148,7.828924123,8.042470808,8.01923956,8.768618071,7.307415205,7.856587559,7.951045346,7.705575774,8.116598938,7.839244122,8.388142971,8.085142808,7.320891766,7.837335565,7.69889409,8.263486958,7.857752636,7.626292909,7.61528577,7.293509025,8.464991149,8.159567891,7.926100545,8.16516665,7.76343479,8.283180382,7.208430295,8.304100621,7.682611773,7.698155022,8.32573585,7.70043876,8.200403097,7.980377498,8.515697158,7.479407742,7.38239348,8.283636726,7.831890102,7.549983579,7.847110094
XP_021424302.1,7.822845192,7.84792215,7.869109584,8.084871381,7.782300098,8.537440487,7.39575381,7.905159579,7.966327077,7.561190369,8.316299588,7.810503942,8.044623621,8.037381797,7.865719492,8.170191809,7.567378191,7.857752636,8.241511303,7.895130931,7.88222714,7.105243333,7.89829795,7.691018217,7.569603252,7.977538837,7.586322033,8.2647374,8.195449369,7.831579217,7.942944595,7.809479333,8.069904835,7.599058797,7.895380006,7.037070561,8.364272063,8.120656738,7.649204046,7.883772252,8.100605494,7.481075364
XP_021424404.1,9.739493208,9.757145138,8.807717352,9.265363665,8.968041124,10.17582111,8.995868135,9.373941763,9.487141514,8.570364344,9.692404813,8.967235767,9.563185965,10.1827087,9.086849993,9.703900374,8.956507283,9.133270225,9.340350926,9.190809892,9.338604454,8.065318483,8.980794181,8.896972736,8.598636363,9.320668331,9.130098093,9.404650102,9.211269045,8.898667615,9.111466805,8.447971638,9.783029352,8.523521461,9.112223259,8.094936732,9.984633427,9.034748471,8.300559329,9.523980761,9.377041721,8.808087431
XP_021424890.1,7.454771509,6.883835723,6.376849761,6.933377383,6.409292342,7.717379149,6.769754392,6.679601934,6.946997422,6.924013044,7.399571861,6.644215066,7.261060325,7.240102621,7.363146926,7.564720064,6.850422833,7.075396597,6.773446574,6.988195047,6.930857111,6.940075191,6.634057424,7.08986688,6.72496527,6.833146869,7.126317818,7.181294582,6.811017222,6.808338946,6.752437632,6.622922442,6.994435758,6.850907498,7.215907439,6.460754217,7.495486762,7.244715239,6.610759898,7.052589667,7.225625042,6.850023723
XP_021425064.1,5.910743713,5.891031074,6.078778074,5.844318822,6.808950367,4.891994922,5.808412035,5.654082276,6.222677706,6.216387527,5.523603051,6.384058059,6.390516591,5.454800368,6.5084014,5.203271817,5.86424851,5.484616774,5.7467491,7.034504416,5.817350434,4.891994922,5.271150407,5.933008391,5.704077465,6.224005362,6.54301417,5.687095395,7.343418357,6.638165578,6.620352455,5.787175745,5.647816405,6.65103822,6.348515065,4.891994922,5.576401572,6.022024886,6.185393604,6.002074103,5.661778553,5.267205765
XP_021425467.1,7.033375519,4.891994922,5.77382678,6.36095529,5.518154851,6.891528749,6.099018125,6.334114378,6.475782172,5.571394044,6.077479237,5.86496868,6.347992297,6.571587528,5.512964133,5.510997962,6.585434501,6.034028963,6.457034465,5.261742108,6.341850709,4.891994922,5.643949498,6.739436379,5.825752054,5.420136975,6.2255825,5.496243567,5.548000399,5.918029348,5.359479965,6.019199034,6.357197827,4.891994922,5.956328849,6.02722361,5.930103378,5.450761301,5.599617489,6.188661348,6.491521758,4.891994922
XP_021425561.2,7.853293158,7.345309975,7.784577701,8.170396262,8.014668187,7.28443813,7.865271709,7.830647644,7.986010801,6.29109806,8.30303748,7.715604366,8.311367482,8.037381797,7.50703659,7.830184579,7.431849948,7.722925819,8.52429223,7.273092114,8.238138198,8.992704313,7.935798687,8.359812621,7.251067545,8.183569104,7.966815057,8.177653945,7.128818016,7.325413192,7.669989994,7.809479333,7.790892767,6.906494729,7.643969323,6.700009343,8.309567775,7.053071801,7.416361732,8.160235569,8.399185569,7.385553719
XP_021425605.2,7.659724392,6.141652268,7.671130843,7.78186102,5.96048031,7.245245827,8.222562028,7.985723786,7.775478944,5.674152372,7.820594525,6.988607275,7.435858479,8.003025612,6.850870827,9.107932428,7.869340257,7.898460037,7.926206551,6.556752431,8.563666941,4.891994922,8.481287051,7.425746996,6.517525543,6.269131945,7.347745189,7.762765656,5.630375714,6.996094556,4.891994922,7.604942334,8.118162406,6.56452666,5.982746072,6.947305971,8.631573926,7.8899113,6.094814989,7.258566089,7.830766115,6.978559942
XP_021429315.1,7.853293158,7.308551743,7.397324519,7.607090164,7.025288378,7.146198817,7.704882331,7.819670789,7.64865903,7.144299702,7.91729875,7.503708074,7.662056907,7.746054643,7.342754767,7.974593145,7.770098125,7.671415042,7.204165212,7.214871727,7.598985793,7.251938658,7.864098389,7.491677453,7.419656587,7.707888275,8.111166492,7.360604225,7.482177401,7.126564234,7.223088029,7.717346516,7.405301871,6.822170743,7.233774951,7.481265477,7.709664553,7.164265153,7.351363477,7.364719394,7.388967558,7.106575929
XP_021431204.1,10.12899292,10.35337627,10.14335191,10.21393573,9.162317427,9.535259214,9.588537379,9.546107373,10.68627294,9.840714916,9.646241255,8.26436023,10.65123321,10.0246669,11.5119382,9.934376745,8.024108969,9.542211581,11.12269416,11.13092114,9.963633971,5.86807429,8.72004177,10.06522142,10.9276099,11.36153311,7.099271404,9.910240284,10.69399704,12.26829265,11.12118619,8.595015143,9.90212008,10.59521242,10.95002125,9.748107373,10.27264562,9.686283495,10.82300896,10.40548223,10.6321312,10.28338485
XP_021432196.2,7.494387864,8.480548699,7.49480555,7.863983326,9.147901078,7.992227061,7.119750223,7.405180006,7.527252923,7.845114257,7.338744383,7.76635812,7.462917973,7.027014678,7.92755072,7.958356958,7.816462919,7.733002126,7.260872778,8.269184554,7.536766924,8.279207937,7.618618379,7.55866408,7.634866758,8.045915166,8.037403923,7.806782781,8.231684006,7.960030838,7.885655032,7.748741179,7.758249014,8.003149393,8.532226872,6.52797982,7.699365122,8.384163577,7.478390415,7.798455667,7.714437255,8.126211592
XP_021434772.1,9.871632668,9.214916506,8.645557065,9.566061035,9.088741821,9.863075394,9.890371698,9.454762703,9.579614458,8.869636192,9.926389058,8.690103869,9.810280797,9.609724789,9.928709971,9.575789004,9.386094338,9.155536755,10.23704636,10.07188418,9.783502104,8.822507515,8.818239348,9.657503961,9.236278345,9.827242739,9.054644723,9.841191136,9.654737651,8.786670817,10.52401404,8.622018189,9.564496388,9.405064575,9.702785212,9.269876915,9.798438689,9.015957728,9.579547308,9.673027256,10.00693309,9.546760045
XP_021435170.1,7.642304305,9.31473788,7.623014466,7.561168428,9.535028593,7.344859239,8.114449634,7.710830338,7.946363176,9.39906827,7.604330003,8.04140346,7.606893823,7.761643122,8.790662571,7.607412154,8.069820957,8.902469141,8.195187519,8.64867938,7.701533853,8.065318483,7.910910163,7.832080884,7.785695012,8.829068247,8.426126483,7.571225881,8.774071383,9.387846721,9.015795375,7.950672039,7.836237527,8.009186157,8.936738639,7.90231742,7.595636239,8.651777191,8.366299551,8.186143283,7.830766115,8.327413353
XP_021436126.1,8.75634667,8.177149547,8.005755032,8.52846549,8.268688814,9.19973999,7.79423593,8.147338553,8.356319133,8.277534181,8.623721169,7.9483164,8.414491634,8.733683822,8.851505348,8.966556259,8.198680948,8.436507393,8.383071733,8.627255526,8.358089497,7.251938658,7.829040265,8.040456983,7.978915555,8.577414289,7.660440524,8.670167666,8.69484572,8.588514174,8.726882796,8.271166964,8.499696803,8.765635766,8.687484511,6.96270659,9.099265447,8.344351997,7.848367479,8.694253001,8.993438175,8.642106078
XP_021437118.1,9.337115301,9.465741417,8.585077044,9.392644125,8.854124242,10.03789859,9.392327818,9.480723767,9.064529629,8.989131919,9.406695069,9.588341106,8.761824904,9.118529065,8.397463196,9.372974121,9.574021452,9.560383976,9.655172052,8.107569792,9.698161481,9.249167148,9.357997412,9.854784437,8.699446445,8.942985912,9.595508711,9.361747468,8.248099689,8.39032252,8.657986976,9.117242741,9.93529058,8.091087534,8.636505588,9.21624227,9.754389005,8.695821439,8.681880123,9.135684604,9.466216542,9.094173917
XP_021437590.2,11.19620736,9.920614183,11.37980303,11.37151265,10.63910415,11.17762812,11.05381122,10.99838721,10.03001562,10.61571058,10.90536445,10.77613615,11.0249662,10.97128855,9.621746273,11.82443161,10.64597329,10.72328605,11.37911488,10.2579393,11.85904562,10.24828914,10.62603604,11.64247985,11.30160359,10.13558367,10.38507344,11.57420535,8.668779221,10.96198232,10.48416417,11.00464245,10.4883888,10.43955281,9.850699489,11.49416671,11.21332341,10.96775072,9.053694388,10.84197314,11.40899867,9.826061529
XP_021438473.1,7.926630042,8.834476472,8.291027285,8.289696048,9.204717384,7.478387236,8.882188406,8.043249655,8.140133954,8.780363354,8.050881948,8.853978679,8.050483987,8.385302325,8.184764994,8.141811034,8.376499182,8.463651071,8.309721166,8.148480249,8.34028322,8.065318483,8.331085712,7.6107815,9.090116271,8.626257573,8.73942025,8.133730555,8.576844413,8.325518413,7.709262532,8.881216346,8.442814,8.32613771,8.699949781,8.767128221,7.639507679,9.419914664,9.003199637,8.175837149,8.005391903,9.056246524
XP_021440308.1,13.50867571,12.7217787,13.20820241,13.57733034,12.9291496,13.64770981,13.47350221,13.59148022,13.18058438,13.26505306,13.74958426,13.27312148,13.25310868,13.6051123,13.03533679,13.26085324,13.02133845,12.91014254,13.61221728,13.40222308,13.66325879,12.9873429,13.2035393,13.32512941,13.22786426,12.95215137,13.2501589,13.93380658,12.80767186,12.8752164,13.34648268,13.00058151,13.46479266,13.12217026,13.0426456,12.93912982,13.88922257,12.91237596,13.10220512,13.40435572,13.01345821,13.20530549
XP_021440605.1,9.427103892,8.886800631,9.521512211,8.344110078,7.971177825,9.958402007,7.747925055,8.939264455,8.356319133,7.779393767,9.390181164,9.029900685,8.113387604,8.493827656,6.266410907,9.021702318,8.803970047,8.09372944,7.794796881,6.940165165,8.004835193,9.776764359,8.061557262,6.4182881,8.324823191,7.046401929,9.560411456,8.270979757,8.223404188,7.373183536,6.980842412,9.72214772,9.046542194,8.062381187,6.990921301,8.822132688,8.198219104,7.766143045,7.508377854,7.958155302,8.525908285,7.821132779
XP_021440722.1,9.02078448,8.008202014,8.236818353,8.225873427,6.834886398,8.852131186,7.886748791,8.661307163,8.521741415,7.948208539,8.70970026,8.155392254,8.655177992,8.841224992,8.711742942,8.782542358,8.130760283,8.522178078,8.391296412,8.451342898,8.487658728,8.211446329,8.065311504,8.579418288,8.063446909,8.486672484,8.030502506,8.5977967,8.476253866,8.33024672,8.438662271,8.069091475,9.040825983,8.715270016,8.49689251,8.234476676,8.76399792,7.66345637,8.177619257,8.435048521,8.876821321,8.208167651
XP_021441730.2,10.54255038,7.991271829,10.68057758,9.983597565,9.047901605,9.293565471,10.02618903,9.936949431,9.75222336,9.555394811,10.102522,9.381593622,10.35872008,10.21456393,9.026119839,10.17865774,8.685709077,9.640090083,9.665315063,9.601676415,10.27089321,9.377463156,10.14096683,10.27693946,10.52375477,9.194758228,9.613882872,10.27985809,8.852698499,9.581473501,8.285817835,10.57299184,9.467137598,8.015197092,9.743838739,9.95482989,8.932080018,9.287939465,9.920972974,9.608049929,10.42359322,8.724047811
XP_021442102.1,6.687301276,8.068590927,6.637654052,7.393719018,7.730792863,6.132265252,6.84600079,6.838295243,7.580601511,7.779393767,6.937133458,7.281510476,7.250650272,6.681726075,8.276861716,7.073690103,7.275154493,8.026191576,6.525197975,7.714968837,7.397276393,4.891994922,6.86346148,6.827660945,6.888518954,8.056994733,7.764662239,7.125297177,8.469288215,8.372106987,8.029120572,7.526998344,6.608757662,7.532783857,7.906291134,6.850792334,7.18719607,7.176060536,7.871372239,8.096045051,6.848082476,7.385553719
XP_021443241.1,8.094763596,9.513396347,8.4353832,7.439145157,9.447580046,8.887008793,7.839055484,7.836103835,7.820201473,9.255727035,8.616613733,8.069774185,8.8807633,8.375316436,8.892946771,8.866780948,7.730978548,8.558969869,8.695346393,9.33389754,7.547334501,9.822519966,7.984287629,8.527099204,8.943220997,9.960059364,8.078116229,7.273946592,10.42566229,10.29734569,8.360821806,7.873368057,8.632692748,10.26377875,9.578831482,8.793876094,8.340461652,8.931557444,9.230832308,9.179848276,8.204122717,8.856238098
XP_021443335.2,10.65412869,7.885159706,9.459108809,9.389435139,10.54345046,9.943142738,9.740395958,9.146189007,9.759769052,7.974464844,10.28977003,8.883709932,9.046835123,10.18743769,8.919922496,9.147409268,8.107373725,9.213278446,9.792082435,8.638007665,9.904722421,7.717603098,9.214764647,9.410122068,8.305205998,8.336425057,9.413398585,9.410274886,8.730169862,7.864815528,7.924107393,8.875627516,9.68280071,10.22205297,9.098196862,8.661553753,10.26067849,9.00329229,8.177619257,9.33489693,9.970024439,8.167784055
XP_021444684.1,7.83815225,8.146975801,8.350542824,8.088873514,8.437120583,7.245245827,8.597963154,8.10302398,7.067361435,8.509313217,8.071961318,8.758418716,7.737228638,8.111746671,7.793646144,7.982641312,8.585905667,8.150746347,7.811400336,8.060080015,8.334297785,8.952013805,8.39783463,7.574911629,8.391422838,7.664716852,8.294702452,8.204020131,8.638098811,8.143843896,8.006950502,8.47788079,7.734453449,8.146803438,7.63078097,9.123761913,7.166951299,8.856038833,7.959783745,7.952105387,7.920800164,8.479123738
XP_021445882.2,10.71959291,10.48055785,10.14543711,10.3212544,9.501440135,11.17411592,10.48228466,9.998092094,10.71661263,10.41053091,10.67892782,10.18439716,10.71640044,10.6726864,10.69102405,10.46319192,9.822720105,10.6599538,11.48934643,10.64665562,10.76320254,9.972100126,10.33556171,10.4620319,10.23462064,10.43523576,10.35264898,10.69546896,9.699816279,10.45811249,10.22062341,9.815336919,10.66305234,10.37294925,10.7370805,10.74356467,11.02949566,9.742501474,10.62079884,10.54678293,11.01405784,9.876581545
XP_021446420.1,6.687301276,6.776343174,6.078778074,7.032312428,7.592965415,6.95260872,6.578728509,6.730631265,6.717119938,6.528466171,6.669617075,6.139525718,6.933214823,7.096326044,7.235883492,7.289380342,6.626995579,6.720587879,7.285324139,6.915459752,6.835393437,4.891994922,6.644974716,6.916734367,6.055753042,6.962831996,6.10557937,7.330291253,6.79523094,7.295916598,7.254336924,6.362120516,6.89959553,7.119134515,6.969394808,6.460754217,7.241330124,6.843562804,7.2475863,6.80779909,6.822013738,7.192411366
XP_021446969.1,9.389225224,8.607305944,8.508941755,8.714997579,8.60896555,9.861827347,8.454339407,8.83285602,8.74054001,8.913946356,9.017778614,8.288622511,9.153142892,9.134323929,8.472525266,9.684543556,9.16182278,9.048535088,8.809873353,8.53818864,9.091174934,9.729506376,8.952943808,9.288995045,9.249088245,8.596398681,9.091226709,9.274983597,8.223404188,8.588514174,8.677615265,9.303334891,9.292353542,7.780688173,8.535712559,8.867375637,9.55960515,9.344200465,8.159150214,8.715638633,8.926332143,8.754874391
